scrappedUrl	eventname	startdate	enddate	timing	eventinfo	ticketlist	orgProfile	orgName	orgWeb	logo	sponsor	agendalist	type	category	city	country	venue	event_website	googlePlaceUrl	ContactMail	Speakerlist	online_event
https://mindmajix.com/net-training	.NET Training and Certification Course	2022-04-07	2022-04-22	"[{""type"": ""general"", ""start_time"": ""08:00PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Mindmajix .NET training offers hands-on expertise to design and develop web applications/solutions using .NET under the guidance of industry experts. The course will make you proficient in basic fundamentals as well as advanced patterns, and also make you work on two real-time projects to strengthen your skills and clear the .NET certification exam.	"[{""type"": ""paid"", ""price"": ""437"", ""currency"": ""$""}]"	MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/net-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/net-training	.NET Training and Certification Course	2022-04-25	2022-05-10	"[{""type"": ""general"", ""start_time"": ""07:30PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Mindmajix .NET training offers hands-on expertise to design and develop web applications/solutions using .NET under the guidance of industry experts. The course will make you proficient in basic fundamentals as well as advanced patterns, and also make you work on two real-time projects to strengthen your skills and clear the .NET certification exam.	"[{""type"": ""paid"", ""price"": ""437"", ""currency"": ""$""}]"	MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/net-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/net-training	.NET Training and Certification Course	2022-04-30	2022-05-15	"[{""type"": ""general"", ""start_time"": ""08:00PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Mindmajix .NET training offers hands-on expertise to design and develop web applications/solutions using .NET under the guidance of industry experts. The course will make you proficient in basic fundamentals as well as advanced patterns, and also make you work on two real-time projects to strengthen your skills and clear the .NET certification exam.	"[{""type"": ""paid"", ""price"": ""437"", ""currency"": ""$""}]"	MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/net-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/net-training	.NET Training and Certification Course	2022-05-02	2022-05-17	"[{""type"": ""general"", ""start_time"": ""07:30PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Mindmajix .NET training offers hands-on expertise to design and develop web applications/solutions using .NET under the guidance of industry experts. The course will make you proficient in basic fundamentals as well as advanced patterns, and also make you work on two real-time projects to strengthen your skills and clear the .NET certification exam.	"[{""type"": ""paid"", ""price"": ""437"", ""currency"": ""$""}]"	MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/net-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/agile-training	Agile Training	2022-04-07	2022-04-22	"[{""type"": ""general"", ""start_time"": ""08:00PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Become an Agile Certified Practitioner by mastering the key fundamentals and tools of Agile Project Management with real-time experts. Our Agile training course will help you gain in-depth knowledge on each and every concept of Agile including principles, values, and frameworks such as Kanban, Scrum, Scrumban, etc., from the ground up. It also provides two real-time projects to boost your skills and successfully clear the Agile certification exam.		MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/agile-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/agile-training	Agile Training	2022-04-25	2022-05-10	"[{""type"": ""general"", ""start_time"": ""07:30PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Become an Agile Certified Practitioner by mastering the key fundamentals and tools of Agile Project Management with real-time experts. Our Agile training course will help you gain in-depth knowledge on each and every concept of Agile including principles, values, and frameworks such as Kanban, Scrum, Scrumban, etc., from the ground up. It also provides two real-time projects to boost your skills and successfully clear the Agile certification exam.		MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/agile-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/agile-training	Agile Training	2022-04-30	2022-05-15	"[{""type"": ""general"", ""start_time"": ""08:00PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Become an Agile Certified Practitioner by mastering the key fundamentals and tools of Agile Project Management with real-time experts. Our Agile training course will help you gain in-depth knowledge on each and every concept of Agile including principles, values, and frameworks such as Kanban, Scrum, Scrumban, etc., from the ground up. It also provides two real-time projects to boost your skills and successfully clear the Agile certification exam.		MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/agile-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/agile-training	Agile Training	2022-05-02	2022-05-17	"[{""type"": ""general"", ""start_time"": ""07:30PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Become an Agile Certified Practitioner by mastering the key fundamentals and tools of Agile Project Management with real-time experts. Our Agile training course will help you gain in-depth knowledge on each and every concept of Agile including principles, values, and frameworks such as Kanban, Scrum, Scrumban, etc., from the ground up. It also provides two real-time projects to boost your skills and successfully clear the Agile certification exam.		MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/agile-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/spotfire-training	Tibco Spotfire Training	2022-04-07	2022-04-22	"[{""type"": ""general"", ""start_time"": ""08:00PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Mindmajix TIBCO Spotfire training provides essential knowledge on TIBCO Spotfire functionality and advanced features. It also provides valuable insights into integration and management of data with different data sources, build visualizations, dashboards, etc., through our hands-on training sessions, and this will help you to become a certified TIBCO Spotfire developer.		MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/spotfire-training		"[""info@mindmajix.com""]"		1
https://mindmajix.com/spotfire-training	Tibco Spotfire Training	2022-04-25	2022-05-10	"[{""type"": ""general"", ""start_time"": ""07:30PM"", ""end_time"": """", ""timezone"": ""EST"", ""days"": ""all""}]"	Mindmajix TIBCO Spotfire training provides essential knowledge on TIBCO Spotfire functionality and advanced features. It also provides valuable insights into integration and management of data with different data sources, build visualizations, dashboards, etc., through our hands-on training sessions, and this will help you to become a certified TIBCO Spotfire developer.		MindMajix is a live and interactive e-learning platform that offers professional online education to help companies improve their profitability drastically. We provide several cyber training in various fields which includes but not limited to: DevOps, Business Analytics, Database administration, VMware, Selenium, Amazon Web Services, Bigdata, Python, Identity Management, IT service, Management, NoSQL DB Courses, IT Networking and Server Administration Courses.	MindMajix Technologies	https://mindmajix.com/									https://mindmajix.com/spotfire-training		"[""info@mindmajix.com""]"		1
