scrappedUrl	eventname	startdate	enddate	timing	eventinfo	ticketlist	orgProfile	orgName	orgWeb	logo	sponsor	agendalist	type	category	city	country	venue	event_website	googlePlaceUrl	ContactMail	Speakerlist	online_event
https://www.comsol.com/events/webinar/comsol-多物理场仿真在地质开采中的应用-102293	COMSOL 多物理场仿真在地质开采中的应用	2022-06-16	2022-06-16	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 石油、天然气、煤等是目前最主要的能源，广泛应用于日常生活和工业中；地热资源作为绿色低碳的可再生能源，可减少烟尘和碳排放，受到越来越多的关注。其中，井的设计、抽采和注入量、瓦斯管理，以及井间距等关键设计指标，直接影响开采的效率和质量，而地热资源开采的过程通常又是涉及到地下渗流、温度场、力学等多个物理现象相互作用的过程。COMSOL 多物理场仿真可以综合考虑多相流、管道流、流 - 固耦合等多物理场耦合现象，对能源开采领域的具体工程问题进行建模仿真和分析，助力行业提升开采水平，减缓或避免产能下降、地面沉降以及热突破等问题。 本次研讨会将向您介绍 COMSOL 多物理场仿真在地质开采领域中的应用，以及如何通过 COMSOL 软件对岩土渗流、土地沉陷、分支井稳定性、地热开采、油气驱替、裂纹扩展等工程问题进行模拟和分析。研讨会设有问答环节，工程师将在此环节中针对与会者的问题进行解答。 在您完成注册后，会收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/comsol-多物理场仿真在地质开采中的应用-102293			"[{""name"": ""江霄汉"", ""title"": ""COMSOL"", ""link"": """"}]"	1
https://www.photonics.com/Webinars/Thermal_Modeling_of_Lasers_in_Manufacturing/w586	Thermal Modeling of Lasers in Manufacturing Processes	2022-06-22	2022-06-22	"[{""type"": ""general"", ""Start_time"": ""11:00 AM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	COMSOL Multiphysics® provides a computational modeling platform that can be used to easily model such heat sources. Beyond just the modeling of heating profiles over time, it is also possible to model phase change, ablation, and irreversible transformations. Applications of these modeling techniques include precision fabrication processes, medical treatments, and additive manufacturing. In this webinar, Walter Frei shares an overview of laser thermal modeling and presents a demonstration of the software in action.			COMSOL	https://www.comsol.jp/									https://www.photonics.com/Webinars/Thermal_Modeling_of_Lasers_in_Manufacturing/w586				1
https://www.comsol.com/events/webinar/comsol-结构力学仿真-18-分钟入门-103503	COMSOL® 结构力学仿真 18 分钟入门	2022-06-27	2022-06-27	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 结构力学分析广泛应用于机械、土木、生物力学、电力电子等各种领域，常用于分析和预测研究对象的强度和可靠性，对产品设计提供指导性意见。 通过本次网络研讨会，您将在 18 分钟内了解 COMSOL Multiphysics® 软件在结构力学仿真中的功能和应用，包括针对常见固体结构问题的分析方法，涵盖实体、板、壳、梁等专用结构单元，以及静力学、动力学等专业分析方法。我们将通过示例在线演示如何对一个支架进行力学分析，介绍常用的建模步骤，包括：绘制或导入几何图形，设定材料属性，定义载荷、约束等边界条件，网格剖分，求解，以及对应力等常用结果的绘制和提取。在此基础上，我们还将演示使用 App 开发器将模型快速转化为一个实用的仿真 App。 在您完成注册后，会收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/comsol-结构力学仿真-18-分钟入门-103503			"[{""name"": ""杨立文"", ""title"": ""COMSOL"", ""link"": """"}]"	1
https://www.comsol.com/events/webinar/使用-comsol-进行热应力仿真-103463	使用 COMSOL 进行热应力仿真	2022-06-30	2022-06-30	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 当物体温度发生变化时，由于内外约束而无法自由膨胀和收缩时，就会产生应力，通常称之为热应力。热应力在一些应用场景下是有利的，例如，热执行器；在另外一些场景中则需要避免产生热应力，例如，电路板热疲劳破坏。使用 COMSOL 多物理场仿真，可以深入理解和模拟分析热应力问题中涉及到的传热、结构力学等物理场以及相互间的作用，从而更有效地利用或避免这种现象。 通过本次网络研讨会，您将了解到如何使用 COMSOL Multiphysics® 求解热应力问题。我们将讲解软件的建模功能，并通过示例演示如何对一些常见的热应力现象进行建模，对于不同的工程场景，也将介绍如何选择合适的物理场接口和边界条件进行热应力建模分析。主要内容将包括： 热膨胀分析原理和建模流程 热应变的不同表述方式 传热方式和热分析建模流程 外部热环境和元件自发热 温变循环瞬态分析 研讨会设有问答环节，参会人员可以在演示过程中提问，工程师将在问答环节中针对与会者的问题进行解答。 在您注册完成之后，将会立即收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/使用-comsol-进行热应力仿真-103463			"[{""name"": ""金屹磊"", ""title"": ""COMSOL"", ""link"": """"}]"	1
https://www.comsol.com/events/webinar/在-comsol-中构建网格的基本方法-102803	在 COMSOL 中构建网格的基本方法	2022-07-07	2022-07-07	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 在仿真建模的过程中，网格剖分是其中一个重要步骤。所构建网格的类型和质量等直接影响着模型的求解方式，包括模型的求解时间、计算时所需的内存用量、以及解的精度等。在 COMSOL Multiphysics® 软件中，您可以使用软件内置的自动剖分网格功能来划分网格；也可以选择用户自定义功能来进行定制划分网格；或者先自动划分，然后在此基础上通过调整相关参数进行手动调整。您可以检查、修改和定制各种级别的网格大小和分布，获得适合求解的结构化和非结构化网格。不论您选择哪种网格类型，都可以使用软件内置的各种网格划分工具和生成器，为几何模型创建最优网格，从而有效地执行仿真分析。 在本次网络研讨会中，我们将介绍网格划分的工作流程、基本原理以及最佳操作方法，并通过具体示例演示如何针对任意几何模型划分网格。我们还将讨论： 选择合理的操作顺序 适用于不同空间维度几何模型的单元类型 预定义和定制的单元大小 几何模型定型方法对划分网格的影响 在一个模型中混合使用多种网格类型 导入网格及进一步处理 自适应网格和动网格 研讨会还设有问答环节，工程师将在问答环节中针对与会者的问题进行解答。 在您完成注册后，会收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/在-comsol-中构建网格的基本方法-102803				1
https://www.comsol.com/events/webinar/计算流体力学cfd仿真分析-103083	计算流体力学（CFD）仿真分析	2022-07-14	2022-07-14	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 计算流体力学（CFD) 主要是通过数值方法求解流体力学方程，分析与流体力学和对流传热相关的问题。本次研讨会将介绍如何使用 COMSOL Multiphysics® 软件对层流和湍流的单相、多相及多孔介质流体进行流动分析，并讲解如何将流体与结构力学耦合分析流-固耦合；与传热方程耦合求解流-热耦合；与传质方程耦合研究化学反应过程；以及与电磁方程耦合来分析电流体和磁流体等多物理场耦合现象。 活动还将通过示例在线演示构建一个涉及流体流动的多物理场模型的建模方法和求解思路，研讨会设有问答环节，参会人员可以在演示过程中提问，工程师将在问答环节中针对与会者的问题进行解答。 在您注册完成之后，将会立即收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/计算流体力学cfd仿真分析-103083				1
https://www.comsol.com/events/webinar/多物理场仿真在激光加工中的应用-102673	多物理场仿真在激光加工中的应用	2022-07-21	2022-07-21	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 激光具有单色性、定向性、高度自相干、高亮度和高功率密度等特点，被广泛应用于焊接、切割、增材制造、打标及光刻等领域。激光加工过程会涉及光学、传热、流体流动等不同物理现象以及各种物理场间的相互作用。准确描述激光加工过程的仿真模型可以帮助工程师深入理解工艺，优化激光加工流程，提高加工精度，从而提升产品的性能。 本场活动主要介绍物理场仿真技术在激光加工中的应用，以及如何使用 COMSOL 多物理场仿真对激光加工过程中的光学、传热、力学等多物理场现象进行建模和分析。内容涉及激光器的光学性能分析和光路设计、激光加工过程中的温度场和流场的模拟分析，以及材料在激光加工过程中的非线性响应等。 本次研讨会设有问答环节，与会者可以针对激光加工的相关问题与工程师进行互动交流。 在您完成注册后，会收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/多物理场仿真在激光加工中的应用-102673			"[{""name"": ""江霄汉"", ""title"": ""COMSOL"", ""link"": """"}]"	1
https://event.on24.com/wcc/r/3828714/92C24E5230DED2590D0BFE1C077489D0?partnerreff=comsol	Simulating Metamaterials with COMSOL Multiphysics®	2022-07-28	2022-07-28	"[{""type"": ""general"", ""Start_time"": ""11:00 AM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	Metamaterials and metasurfaces have received an increasing amount of interest in academia and industry over the past 20 years. This is because specifically designed metamaterials can control electromagnetic waves in ways conventional materials cannot. Applications include negative-index refraction, frequency-dependent manipulation, and imaging below the diffraction limit.			COMSOL	https://www.comsol.jp/									https://event.on24.com/wcc/r/3828714/92C24E5230DED2590D0BFE1C077489D0?partnerreff=comsol			"[{""name"": ""Andrew Strikwerda"", ""title"": ""COMSOL, COMSOL"", ""link"": """"}, {""name"": ""Christine Middleton"", ""title"": ""Physics Today, Physics Today"", ""link"": """"}]"	1
https://www.comsol.com/events/webinar/使用-comsol-软件模拟和优化半导体产品设计-103243	使用 COMSOL 软件模拟和优化半导体产品设计	2022-07-28	2022-07-28	"[{""type"": ""general"", ""Start_time"": ""7:00 PM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	返回至活动日历 半导体通常是指在常温下介于导体与绝缘体之间状态的材料，以电子和空穴作为主要的载流子，广泛应用于集成电路、消费电子、通信系统、光伏和照明等很多领域。借助数值仿真可以深入理解半导体的工作原理，并根据仿真结果对相关产品进行改进。 COMSOL Multiphysics ® 软件的附加产品“半导体模块”基于漂移扩散理论，专用于对半导体器件进行仿真分析，比如，二极管、晶体管，以及各种门电路和器件的直流特性、小信号和瞬态分析等。软件中还预置了薛定谔方程以及薛定谔-泊松方程接口，可用于分析量子阱，量子线和量子点涉及到的量子力学问题，包含更多的量子限域效应，这对于越来越小的半导体器件非常重要。此外，COMSOL 的多物理场仿真功能还可以非常方便地对半导体相关产品中涉及的多物理场现象进行全耦合仿真分析，例如，光电子器件，离子敏感的场效应晶体管，热效应，力学效应，加工和封装工艺，等等。通过这些多物理场耦合仿真，可以加深我们对半导体器件工作原理的理解，帮助优化半导体相关产品设计。 欢迎大家参加本次活动，了解 COMSOL 在半导体器件方面的建模功能，我们也将通过示例在线演示半导体器件的建模流程和仿真方法。研讨会还设有问答环节，参会人员可以在演示过程中提问，工程师将在问答环节中针对与会者的问题进行解答。 在您完成注册后，会收到一封含有参会链接的邮件。			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/使用-comsol-软件模拟和优化半导体产品设计-103243				1
https://www.comsol.com/events/webinar/the-basics-of-comsol-multiphysics-in-18-minutes-103482	The Basics of COMSOL Multiphysics® in 18 Minutes	2022-08-02	2022-08-02	"[{""type"": ""general"", ""Start_time"": ""8:30 AM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	Back to Events Calendar If you want to learn the basics of multiphysics simulation software in a short amount of time, then this 18-minute webinar may be for you. Multiphysics simulation brings you a great design advantage: the ability to account for all of the physics that affect the behavior you are trying to predict. Highlights of the webinar: Learn about multiphysics modeling Get a live demo in the COMSOL Multiphysics® software of how to set up and solve a model See how you can turn a multiphysics model into a simulation application that anyone can run			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/the-basics-of-comsol-multiphysics-in-18-minutes-103482			"[{""name"": ""Amelia Halliday"", ""title"": ""COMSOL"", ""link"": """"}]"	1
https://www.comsol.com/events/webinar/introducción-a-comsol-multiphysics-en-18-minutos-103192	Introducción a COMSOL Multiphysics® en 18 Minutos	2022-09-06	2022-09-06	"[{""type"": ""general"", ""Start_time"": ""8:30 AM"", ""end_time"": """", ""timezone"": ""PDT"", ""days"": ""all""}]"	Back to Events Calendar ¿Le gustaría conocer los conceptos básicos del modelado multifísico en pocos minutos? Entonces este webinar le puede interesar. El modelado multifísico le ofrece una gran ventaja en el campo de la ingeniería: la capacidad de simular y optimizar sus diseños con precisión. Aprenda sobre multifísica y cómo las leyes de la física pueden ayudarle en simulaciones del mundo real Obtenga una demostración en vivo de cómo configurar y ejecutar un modelo Vea cómo puede construir una aplicación en minutos			COMSOL	https://www.comsol.jp/									https://www.comsol.com/events/webinar/introducción-a-comsol-multiphysics-en-18-minutos-103192			"[{""name"": ""Ed Gonzalez"", ""title"": ""COMSOL"", ""link"": """"}]"	1
